publication_id,ventas_30d,visitas_30d,precio_actual,valor_transado,score_inicial,categoria_score,categoria_ss_ekmeans,coincide
MLC3765170468,0,2,24999.000000,0.000000,0.440852,B,C,False
MLC3765170472,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3765170482,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC3765179152,0,1,9999.000000,0.000000,0.182966,C,C,True
MLC3765179168,0,15,29999.000000,0.000000,0.794021,A,A,True
MLC3765179170,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3765179178,0,4,24999.000000,0.000000,0.529554,B,A,False
MLC3765179180,0,7,19999.000000,0.000000,0.548674,B,A,False
MLC3765179182,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3765179190,0,3,34999.000000,0.000000,0.615792,A,B,False
MLC3765179192,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3765179224,0,2,39999.000000,0.000000,0.628331,A,B,False
MLC3765179246,0,7,24999.000000,0.000000,0.611167,A,A,True
MLC3765179266,0,1,24999.000000,0.000000,0.370445,B,C,False
MLC3765179280,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3765179298,2,74,29999.000000,59998.000000,1.520441,A,A,True
MLC3765179358,0,1,24999.000000,0.000000,0.370445,B,C,False
MLC3765179368,0,4,24999.000000,0.000000,0.529554,B,A,False
MLC3765179374,0,5,9999.000000,0.000000,0.373734,B,A,False
MLC3765179410,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3765179436,0,3,39999.000000,0.000000,0.678285,A,B,False
MLC3765179456,0,2,9999.000000,0.000000,0.253373,C,C,True
MLC3765179470,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3765192162,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3765192168,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3765192182,0,3,19999.000000,0.000000,0.428313,B,C,False
MLC3765192188,0,2,9999.000000,0.000000,0.253373,C,C,True
MLC3765192192,0,1,29999.000000,0.000000,0.432938,B,B,True
MLC3765192222,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3765192246,0,2,19999.000000,0.000000,0.378359,B,C,False
MLC3765192258,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3765192320,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3765192334,1,15,29999.000000,29999.000000,1.083086,A,A,True
MLC3765192356,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC3765192410,0,2,44999.000000,0.000000,0.690824,A,B,False
MLC3765192418,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3765192420,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3765241240,0,17,29999.000000,0.000000,0.814474,A,A,True
MLC3765241242,0,2,29999.000000,0.000000,0.503345,B,B,True
MLC3765241244,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3765241248,0,4,19999.000000,0.000000,0.467061,B,A,False
MLC3765241256,0,1,29999.000000,0.000000,0.432938,B,B,True
MLC3765241262,0,2,29999.000000,0.000000,0.503345,B,B,True
MLC3765241264,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3765241282,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3765241288,0,2,19999.000000,0.000000,0.378359,B,C,False
MLC3765241294,0,2,19999.000000,0.000000,0.378359,B,C,False
MLC3765241302,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3765241308,0,1,29999.000000,0.000000,0.432938,B,B,True
MLC3765241310,0,1,29999.000000,0.000000,0.432938,B,B,True
MLC3765241314,0,2,19999.000000,0.000000,0.378359,B,C,False
MLC3765241336,0,1,29999.000000,0.000000,0.432938,B,B,True
MLC3765241360,0,4,19999.000000,0.000000,0.467061,B,A,False
MLC3765241416,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3765241450,0,2,19999.000000,0.000000,0.378359,B,C,False
MLC3765241490,0,13,29999.000000,0.000000,0.770834,A,A,True
MLC3765241504,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3765241512,0,5,29999.000000,0.000000,0.623706,A,A,True
MLC3765241518,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3765241520,0,4,24999.000000,0.000000,0.529554,B,A,False
MLC3765241532,0,1,29999.000000,0.000000,0.432938,B,B,True
MLC3765241546,0,5,39999.000000,0.000000,0.748692,A,B,False
MLC3765241570,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3765241576,0,2,29999.000000,0.000000,0.503345,B,B,True
MLC3765241578,0,1,9999.000000,0.000000,0.182966,C,C,True
MLC3765241588,0,0,34999.000000,0.000000,0.375070,B,B,True
MLC3765241600,0,3,19999.000000,0.000000,0.428313,B,C,False
MLC3776440424,0,0,5999.000000,0.000000,0.012611,C,C,True
MLC3776551612,0,0,5999.000000,0.000000,0.012611,C,C,True
MLC3794462978,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC3794462980,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC3794462982,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC3794462984,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794462986,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC3794462990,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC3794462992,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC3794462996,0,3,19999.000000,0.000000,0.428313,B,C,False
MLC3794462998,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3794463000,0,0,14999.000000,0.000000,0.125098,C,C,True
MLC3794463002,0,0,14999.000000,0.000000,0.125098,C,C,True
MLC3794463004,0,9,19999.000000,0.000000,0.587422,B,A,False
MLC3794463006,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794463008,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794463010,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC3794463012,0,1,24999.000000,0.000000,0.370445,B,C,False
MLC3794463018,0,1,29999.000000,0.000000,0.432938,B,B,True
MLC3794463026,0,1,24999.000000,0.000000,0.370445,B,C,False
MLC3794463028,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3794463030,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3794463032,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC3794463034,0,1,39999.000000,0.000000,0.557924,B,B,True
MLC3794463036,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794463038,0,1,24999.000000,0.000000,0.370445,B,C,False
MLC3794463040,0,3,19999.000000,0.000000,0.428313,B,C,False
MLC3794463042,0,2,29999.000000,0.000000,0.503345,B,B,True
MLC3794463044,0,0,34999.000000,0.000000,0.375070,B,B,True
MLC3794463050,0,3,29999.000000,0.000000,0.553299,B,B,True
MLC3794463054,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC3794463056,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794463058,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC3794463060,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794463062,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC3794463064,0,1,34999.000000,0.000000,0.495431,B,B,True
MLC3794463066,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794463070,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794463072,0,2,19999.000000,0.000000,0.378359,B,C,False
MLC3794463074,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC3794463076,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC3794463078,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC3794463080,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC3794463084,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794463086,0,1,9999.000000,0.000000,0.182966,C,C,True
MLC3794463088,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC3794463090,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC3794493556,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC3794493558,0,2,69999.000000,0.000000,1.003289,A,B,False
MLC3794493560,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794493564,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC3794493566,0,1,9999.000000,0.000000,0.182966,C,C,True
MLC3794493568,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3794493570,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794493572,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3794493574,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794493576,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794493578,0,1,29999.000000,0.000000,0.432938,B,B,True
MLC3794493580,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC3794493582,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC3794493586,0,37,19999.000000,0.000000,0.819237,A,A,True
MLC3794493590,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC3794493592,0,2,49999.000000,0.000000,0.753317,A,B,False
MLC3794493596,0,1,24999.000000,0.000000,0.370445,B,C,False
MLC3794493598,0,2,39999.000000,0.000000,0.628331,A,B,False
MLC3794493600,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC3794493602,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC3794493604,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC3794493606,0,0,42999.000000,0.000000,0.475059,B,B,True
MLC3794493608,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3794493612,0,1,34999.000000,0.000000,0.495431,B,B,True
MLC3794493614,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC3794493620,0,2,29999.000000,0.000000,0.503345,B,B,True
MLC3794493622,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3794493624,0,1,34999.000000,0.000000,0.495431,B,B,True
MLC3794493626,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794493628,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC3794493630,0,2,34999.000000,0.000000,0.565838,B,B,True
MLC3794493632,0,0,14999.000000,0.000000,0.125098,C,C,True
MLC3794493634,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3794493636,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3794493638,0,1,39999.000000,0.000000,0.557924,B,B,True
MLC3794493640,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC3794493642,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC3794493644,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3794493646,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3794493648,0,0,22990.000000,0.000000,0.224975,C,C,True
MLC3794493650,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC3794493652,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC3794493654,0,2,9999.000000,0.000000,0.253373,C,C,True
MLC3794493658,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC3794506280,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794506282,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC3794506286,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794506288,0,1,39999.000000,0.000000,0.557924,B,B,True
MLC3794506290,0,1,39999.000000,0.000000,0.557924,B,B,True
MLC3794506292,0,0,14999.000000,0.000000,0.125098,C,C,True
MLC3794506296,0,0,34999.000000,0.000000,0.375070,B,B,True
MLC3794506298,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC3794506300,0,2,24999.000000,0.000000,0.440852,B,C,False
MLC3794506302,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3794506304,0,1,49999.000000,0.000000,0.682910,A,B,False
MLC3794506306,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3794506312,0,3,32999.000000,0.000000,0.590795,B,B,True
MLC3794506316,0,3,39999.000000,0.000000,0.678285,A,B,False
MLC3794506318,1,9,19999.000000,19999.000000,0.876487,A,A,True
MLC3794506320,0,1,29999.000000,0.000000,0.432938,B,B,True
MLC3794506322,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC3794506324,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794506326,0,1,49999.000000,0.000000,0.682910,A,B,False
MLC3794506328,0,0,34999.000000,0.000000,0.375070,B,B,True
MLC3794506330,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794506332,0,1,39999.000000,0.000000,0.557924,B,B,True
MLC3794506334,0,1,9999.000000,0.000000,0.182966,C,C,True
MLC3794506336,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC3794506338,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794506340,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794506344,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3794506346,0,1,29999.000000,0.000000,0.432938,B,B,True
MLC3794506348,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3794506350,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794506354,0,0,49999.000000,0.000000,0.562549,B,B,True
MLC3794506356,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3794506358,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC3794506360,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794506362,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794506364,0,0,34999.000000,0.000000,0.375070,B,B,True
MLC3794506368,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794506370,0,4,34999.000000,0.000000,0.654540,A,B,False
MLC3794506372,0,1,29999.000000,0.000000,0.432938,B,B,True
MLC3794506374,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794506376,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3794506378,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794506380,0,2,39999.000000,0.000000,0.628331,A,B,False
MLC3794506382,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC3794506384,2,33,29999.000000,59998.000000,1.383066,A,A,True
MLC3794506386,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3794517732,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3794517734,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794517736,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794517738,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794517740,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794517742,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794517744,0,1,24999.000000,0.000000,0.370445,B,C,False
MLC3794517746,0,4,19999.000000,0.000000,0.467061,B,A,False
MLC3794517748,0,0,14999.000000,0.000000,0.125098,C,C,True
MLC3794517750,0,10,24999.000000,0.000000,0.666465,A,A,True
MLC3794517752,0,1,24999.000000,0.000000,0.370445,B,C,False
MLC3794517754,0,0,34999.000000,0.000000,0.375070,B,B,True
MLC3794517758,0,2,59999.000000,0.000000,0.878303,A,B,False
MLC3794517760,0,2,24999.000000,0.000000,0.440852,B,C,False
MLC3794517764,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC3794517766,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3794517768,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3794517770,0,2,24999.000000,0.000000,0.440852,B,C,False
MLC3794517772,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC3794517774,0,0,34999.000000,0.000000,0.375070,B,B,True
MLC3794517776,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794517778,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3794517780,0,2,24999.000000,0.000000,0.440852,B,C,False
MLC3794517782,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC3794517784,0,1,39999.000000,0.000000,0.557924,B,B,True
MLC3794517786,0,3,24999.000000,0.000000,0.490806,B,B,True
MLC3794517788,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794517790,0,0,34999.000000,0.000000,0.375070,B,B,True
MLC3794517792,0,0,34999.000000,0.000000,0.375070,B,B,True
MLC3794517794,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794517796,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3794517798,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC3794517802,0,0,34999.000000,0.000000,0.375070,B,B,True
MLC3794517804,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794517806,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC3794517810,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC3794517812,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794517814,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC3794517816,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC3794517818,0,2,19999.000000,0.000000,0.378359,B,C,False
MLC3794517820,0,2,24999.000000,0.000000,0.440852,B,C,False
MLC3794517822,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3794517824,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794517828,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794517830,0,0,49999.000000,0.000000,0.562549,B,B,True
MLC3794517832,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC3794517836,0,0,34999.000000,0.000000,0.375070,B,B,True
MLC3794517838,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794517842,0,1,9999.000000,0.000000,0.182966,C,C,True
MLC3794517846,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3794517848,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3798710954,1,56,39999.000000,39999.000000,1.428681,A,A,True
MLC3820925964,0,67,64999.000000,0.000000,1.482721,A,B,False
MLC3824539038,0,1,4990.000000,0.000000,0.120361,C,C,True
MLC3824556494,0,0,4999.000000,0.000000,0.000112,C,C,True
MLC3824629306,0,2,19999.000000,0.000000,0.378359,B,C,False
MLC3855241456,4,286,39999.000000,159996.000000,2.091487,A,A,True
MLC3856837238,0,0,59999.000000,0.000000,0.687535,A,B,False
MLC3856837244,0,1,20999.000000,0.000000,0.320451,C,C,True
MLC3856837296,0,1,44999.000000,0.000000,0.620417,A,B,False
MLC3856837298,0,2,34999.000000,0.000000,0.565838,B,B,True
MLC3856837300,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3856837310,0,5,20999.000000,0.000000,0.511219,B,A,False
MLC3856837312,0,0,22999.000000,0.000000,0.225087,C,C,True
MLC3856837320,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3856850174,0,3,41999.000000,0.000000,0.703282,A,B,False
MLC3856850178,0,13,44999.000000,0.000000,0.958313,A,B,False
MLC3856850180,0,13,38395.000000,0.000000,0.875773,A,A,True
MLC3856850182,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3856850188,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3856850190,0,0,32999.000000,0.000000,0.350073,C,B,False
MLC3856850192,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3856850206,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3856850228,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC3856850240,0,2,29999.000000,0.000000,0.503345,B,B,True
MLC3856850252,0,2,59999.000000,0.000000,0.878303,A,B,False
MLC3856850262,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3856871920,0,18,43999.000000,0.000000,0.998842,A,A,True
MLC3856871922,0,2,13999.000000,0.000000,0.303368,C,C,True
MLC3856871936,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC3856871942,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3856871944,0,1,24999.000000,0.000000,0.370445,B,C,False
MLC3856871948,0,5,39999.000000,0.000000,0.748692,A,B,False
MLC3856871950,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3856871954,0,0,22999.000000,0.000000,0.225087,C,C,True
MLC3856871968,0,3,59999.000000,0.000000,0.928257,A,B,False
MLC3856871972,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3856871982,0,1,24999.000000,0.000000,0.370445,C,C,True
MLC3856871988,0,3,39999.000000,0.000000,0.678285,A,B,False
MLC3856872022,0,0,32999.000000,0.000000,0.350073,C,B,False
MLC3856872036,0,1,24999.000000,0.000000,0.370445,C,C,True
MLC3856884968,0,0,20999.000000,0.000000,0.200090,C,C,True
MLC3856884970,0,3,59999.000000,0.000000,0.928257,A,B,False
MLC3856884974,0,1,59999.000000,0.000000,0.807896,A,B,False
MLC3856884980,0,1,59999.000000,0.000000,0.807896,A,B,False
MLC3856884982,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC3856884984,0,0,13999.000000,0.000000,0.112600,C,C,True
MLC3856884988,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC3856884990,0,4,9999.000000,0.000000,0.342075,C,A,False
MLC3856884992,0,8,39999.000000,0.000000,0.819099,A,B,False
MLC3856885010,0,2,29999.000000,0.000000,0.503345,B,B,True
MLC3856885018,0,1,24999.000000,0.000000,0.370445,C,C,True
MLC3856885028,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3856885036,0,1,39999.000000,0.000000,0.557924,B,B,True
MLC3856885050,0,1,79999.000000,0.000000,1.057868,A,B,False
MLC3856885072,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3856885080,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3856885082,0,0,20999.000000,0.000000,0.200090,C,C,True
MLC3856897652,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3856897654,0,4,39999.000000,0.000000,0.717033,A,B,False
MLC3856897656,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC3856897660,0,3,29999.000000,0.000000,0.553299,B,B,True
MLC3856897664,0,0,32999.000000,0.000000,0.350073,C,B,False
MLC3856897668,0,6,59999.000000,0.000000,1.025431,A,B,False
MLC3856897684,0,1,39999.000000,0.000000,0.557924,B,B,True
MLC3856897686,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC3856897706,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3856897716,0,0,20999.000000,0.000000,0.200090,C,C,True
MLC3856897732,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC3856897736,0,0,22999.000000,0.000000,0.225087,C,C,True
MLC3856897742,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC3856897746,0,6,24999.000000,0.000000,0.587980,B,A,False
MLC3856897756,0,4,40999.000000,0.000000,0.729531,A,B,False
MLC3856897788,0,3,9999.000000,0.000000,0.303327,C,C,True
MLC3856909348,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3856909350,0,0,16999.000000,0.000000,0.150096,C,C,True
MLC3856909352,0,14,52999.000000,0.000000,1.070282,A,B,False
MLC3856909358,0,1,49999.000000,0.000000,0.682910,A,B,False
MLC3856909360,0,6,59999.000000,0.000000,1.025431,A,B,False
MLC3856909370,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC3856909380,0,3,20999.000000,0.000000,0.440812,B,A,False
MLC3856909384,0,4,14999.000000,0.000000,0.404568,B,A,False
MLC3856909388,0,4,20999.000000,0.000000,0.479560,B,A,False
MLC3856909398,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC3856909418,0,2,39999.000000,0.000000,0.628331,A,B,False
MLC3856909442,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3856909472,0,0,20999.000000,0.000000,0.200090,C,C,True
MLC3856909476,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3856922450,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3856922454,0,35,59999.000000,0.000000,1.309792,A,B,False
MLC3856922470,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3856922474,0,1,20999.000000,0.000000,0.320451,C,C,True
MLC3856922482,1,2,5999.000000,5999.000000,0.492444,B,A,False
MLC3856922486,0,0,25999.000000,0.000000,0.262583,C,C,True
MLC3856922490,0,4,44999.000000,0.000000,0.779526,A,B,False
MLC3856922504,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3856922522,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3856922524,0,2,40999.000000,0.000000,0.640830,A,B,False
MLC3856922582,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3856935082,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC3856935086,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3856935088,0,1,24999.000000,0.000000,0.370445,C,C,True
MLC3856935092,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3856935094,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3856935100,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3856935110,0,1,20999.000000,0.000000,0.320451,C,C,True
MLC3856935118,0,1,34999.000000,0.000000,0.495431,B,B,True
MLC3856935122,0,1,24999.000000,0.000000,0.370445,C,C,True
MLC3856935124,0,2,39999.000000,0.000000,0.628331,A,B,False
MLC3856935126,0,1,20999.000000,0.000000,0.320451,C,C,True
MLC3856935128,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3856935140,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3856935146,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3856935166,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC3856935170,0,0,32999.000000,0.000000,0.350073,C,B,False
MLC3856935172,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3856935196,0,0,29999.000000,0.000000,0.312577,C,B,False
MLC3856935212,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3856943700,0,1,29999.000000,0.000000,0.432938,B,B,True
MLC3856943702,0,3,39999.000000,0.000000,0.678285,A,B,False
MLC3856943708,1,18,39999.000000,39999.000000,1.237913,A,A,True
MLC3856943710,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC3856943716,0,0,20999.000000,0.000000,0.200090,C,C,True
MLC3856943730,0,11,49999.000000,0.000000,0.994039,A,B,False
MLC3856943734,0,0,5999.000000,0.000000,0.012611,C,C,True
MLC3856943750,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC3856943782,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC3856943792,0,0,20999.000000,0.000000,0.200090,C,C,True
MLC3856943800,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3856943802,0,0,19999.000000,0.000000,0.187591,C,C,True
MLC3856943812,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3856943820,0,0,39999.000000,0.000000,0.437563,B,B,True
MLC3856956648,0,8,44999.000000,0.000000,0.881592,A,B,False
MLC3856956650,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3856956654,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3856956674,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3856956676,0,0,44999.000000,0.000000,0.500056,B,B,True
MLC3856956688,0,4,9999.000000,0.000000,0.342075,C,A,False
MLC3856956690,0,0,9999.000000,0.000000,0.062605,C,C,True
MLC3856956722,0,1,19999.000000,0.000000,0.307952,C,C,True
MLC3856956764,0,0,32999.000000,0.000000,0.350073,C,B,False
MLC3856969738,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3856969750,0,1,23999.000000,0.000000,0.357947,C,C,True
MLC3856969768,0,0,24999.000000,0.000000,0.250084,C,C,True
MLC3856969828,0,3,69999.000000,0.000000,1.053243,A,B,False
MLC3936734218,0,2,5499.000000,0.000000,0.197129,C,C,True
MLC3936773372,0,0,4999.000000,0.000000,0.000112,C,C,True
MLC3936773374,0,16,4999.000000,0.000000,0.492084,B,A,False
MLC3945379858,0,26,19999.000000,0.000000,0.759894,A,A,True
MLC3945446488,0,4,19999.000000,0.000000,0.467061,B,A,False
MLC3945752680,0,30,28980.000000,0.000000,0.896133,A,A,True
MLC3945754710,0,6,9990.000000,0.000000,0.400389,B,A,False
MLC3945755342,0,2,4999.000000,0.000000,0.190880,C,C,True
MLC3946823992,0,3,9999.000000,0.000000,0.303327,C,C,True
MLC3951882858,0,0,4999.000000,0.000000,0.000112,C,C,True
